Surveyor,Year,Date,Plot Number,Treatment,Quadrat,L1,L2,Absorption,Height,BioMass Alive,Biomass Dead,Bare,Moss,Fescue,Onion Couch,Cocksfoot,Blue Sedge,Luzula campestrus,Lady's Bedstraw,Birdsfoot Trefoil,White Clover,Red Clover,Yarrow,Eyebright,Yellow Rattle,Ribwort Plantain,Autumnalis,Catsear,Sheeps sorrel,Marsh Orchid,Common Milkwort,Kidney Vetch,Ragwort,Buttercup,Holcus molinia,Horsetail,Mayweed,Sea carrot,Sand Sedge,Chickweed,Black Napweed,Wild thyme,Pyramidal Orchid,Wild angellica,Couch grass?,Perrennial Ryegrass,Self heal,Sea Sandwort,Poa sp.,Fairy flax,Crested Hair Grass,Dandilion,Hogweed,Meadowsweet,Sand Couch X Sea Couch
AT,2021,June 2021',7,No Graze,South,907,665,242,7.3,20.47,12,0,13,66,0,0,0,2,8,0,1,0,2,2,2,4,2,5,1,0,2,4,0,2,12,0,0,3,6,1,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0
AT,2021,June 2021',7,No Graze,East,2175,332,1843,7.9,20.47,12,0,18,82,0,0,0,1,4,1,0,2,0,1,0,1,6,1,1,0,1,12,0,2,8,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
AT,2021,June 2021',7,No Graze,North,1632,492,1140,12.4,20.47,12,0,20,84,0,0,0,2,3,2,0,0,0,1,0,2,2,3,1,0,1,7,0,2,7,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0
AT,2021,June 2021',7,No Graze,West,1820,114,1706,6.8,20.47,12,0,42,79,0,0,0,2,9,0,2,0,1,2,2,1,5,2,2,0,0,5,0,2,6,0,2,0,4,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0
AT,2022,June 2022',7,No Graze,East,903,206,697,6.2,43.45,44.47,0,7,87,0,2,0,0,2,4,0,0,0,0,0,3,2,0,0,0,1,7,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AT,2022,June 2022',7,No Graze,West,917,118,799,837,43.45,44.47,0,19,69,0,4,0,1,3,3,0,0,0,0,0,3,3,0,0,0,1,8,0,1,3,0,0,3,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2022,June 2022',7,No Graze,South,940,339,601,7,43.45,44.47,0,28,79,0,3,0,0,8,2,0,0,0,0,0,4,3,2,0,0,1,3,0,1,4,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2022,June 2022',7,No Graze,North,905,147,758,6.8,43.45,44.47,0,28,81,2,0,1,0,6,1,0,0,0,0,0,2,3,0,0,0,0,18,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2019,June 2019',8,No Graze,North,106,92,14,3.4,44.18,7.46,17,35,40,0,0,6,1,30,0,0,0,3,0,1,3,18,6,0,0,2,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AT,2019,June 2019',8,No Graze,East,110,100,10,2.5,44.18,7.46,0,40,65,0,0,3,0,20,0,0,0,0,0,2,3,12,6,0,0,2,4,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
AT,2019,June 2019',8,No Graze,South,118,113,5,1.4,44.18,7.46,0,45,60,0,0,3,1,30,0,0,0,0,0,0,4,15,7,1,0,2,4,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
AT,2019,June 2019',8,No Graze,West,128,116,12,3,44.18,7.46,7,45,50,0,0,8,0,30,0,0,0,0,0,0,4,12,8,0,0,0,12,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
AT,2020,June 2020',8,No Graze,West,1431,870,561,3.8,10.5,1.16,6,30,45,0,0,6,1,7,2,0,0,2,0,0,5,10,5,0,0,2,7,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AT,2020,June 2020',8,No Graze,North,1307,1014,293,5.4,10.5,1.16,4,30,35,0,3,7,1,16,4,0,0,5,0,0,3,9,3,3,0,2,5,0,4,12,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
AT,2020,June 2020',8,No Graze,South,1325,642,683,6.1,10.5,1.16,2,50,50,0,0,4,1,11,2,0,0,1,0,1,2,12,4,0,0,2,9,2,4,5,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
AT,2020,June 2020',8,No Graze,East,1385,855,530,2.4,10.5,1.16,0,55,50,0,0,3,2,7,1,0,0,1,3,1,3,7,4,0,0,3,7,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0
AT,2021,June 2021',8,No Graze,North,1430,587,843,5.3,12.98,2.63,0,30,68,0,0,0,2,6,3,0,0,3,0,0,4,4,3,0,0,2,3,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
AT,2021,June 2021',8,No Graze,East,1350,1052,298,2.7,12.98,2.63,0,44,67,0,0,0,2,2,0,0,0,0,0,0,7,4,3,0,0,1,3,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,8,2,0,2,0,0,0,0
AT,2021,June 2021',8,No Graze,South,1602,685,917,5.4,12.98,2.63,0,61,52,0,0,0,2,23,0,0,0,0,3,2,3,5,3,1,0,1,11,2,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
AT,2021,June 2021',8,No Graze,West,1415,1110,305,1.7,12.98,2.63,0,63,56,0,0,14,3,17,0,0,0,1,0,0,2,6,3,2,0,4,4,1,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
AT,2022,June 2022',8,No Graze,North,1009,36,973,4.7,21.01,3.65,0,28,70,0,0,3,1,17,0,0,0,1,0,1,2,4,3,1,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2022,June 2022',8,No Graze,South,990,642,348,7.6,21.01,3.65,0,29,91,0,0,0,1,8,0,0,0,1,0,4,2,1,0,1,0,0,4,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2022,June 2022',8,No Graze,West,1040,76,964,2.5,21.01,3.65,1,44,74,0,0,0,1,17,0,0,1,1,0,0,4,4,3,1,0,0,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2022,June 2022',8,No Graze,East,1019,82,937,4,21.01,3.65,0,48,79,0,0,0,1,8,0,0,0,1,1,1,2,5,3,1,1,1,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YB,2019,June 2019',9,No Graze,East,100,90,10,2.8,22.8,1.79,2,3,40,0,0,0,2,20,2,0,3,0,1,0,10,10,10,1,0,1,5,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',9,No Graze,West,85,60,25,4,22.8,1.79,0,7,50,0,0,2,1,35,0,1,0,1,2,0,3,4,7,1,0,3,8,1,2,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',9,No Graze,South,92,76,16,1.7,22.8,1.79,0,20,40,0,0,2,1,12,1,0,0,0,2,0,7,5,6,1,0,1,10,1,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2019,June 2019',9,No Graze,North,95,79,16,2.2,22.8,1.79,0,25,50,0,0,1,0,30,1,2,1,0,4,3,3,7,3,1,0,1,18,1,2,15,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AF,2020,June 2020',9,No Graze,North,1801,584,1217,4.3,23.3,7.17,0,1,50,0,0,2,2,20,1,2,0,0,1,1,9,3,2,2,0,1,15,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2020,June 2020',9,No Graze,East,1652,420,1232,7.7,23.3,7.17,0,5,50,0,0,2,2,11,2,0,7,0,0,0,7,4,3,1,0,0,30,0,2,10,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AT,2020,June 2020',9,No Graze,South,1701,268,1433,6,23.3,7.17,0,6,60,0,0,2,1,12,3,1,0,0,3,0,4,3,5,1,0,1,30,0,2,8,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT,2020,June 2020',9,No Graze,West,1585,619,966,7.9,23.3,7.17,0,10,55,0,0,2,1,14,2,2,0,0,0,0,4,5,3,1,0,3,35,0,3,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2021,June 2021',9,No Graze,South,1388,852,536,12.5,18.57,4.81,0,4,91,0,0,0,0,8,3,0,0,0,0,0,3,0,2,0,0,2,20,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AT,2021,June 2021',9,No Graze,West,1352,1232,120,11.1,18.57,4.81,0,5,89,0,0,0,1,6,0,0,0,0,0,0,4,2,0,0,0,5,17,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
AT,2021,June 2021',9,No Graze,East,1058,690,368,4.5,18.57,4.81,0,6,88,0,0,0,2,8,3,0,5,0,0,0,4,0,2,0,0,0,17,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2021,June 2021',9,No Graze,North,1221,47,1174,7.2,18.57,4.81,0,7,86,0,0,0,0,12,0,0,2,0,0,2,3,0,3,0,1,4,15,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
AT,2022,June 2022',9,No Graze,South,994,223,771,9.1,31.71,35.61,0,0,90,0,0,0,0,3,2,0,0,0,0,0,2,2,2,0,0,0,7,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2022,June 2022',9,No Graze,West,1004,186,818,6.5,31.71,35.61,0,0,89,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,2,6,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2022,June 2022',9,No Graze,North,980,210,770,9.3,31.71,35.61,0,0,93,0,0,0,0,8,0,0,0,0,0,0,2,4,2,0,1,0,6,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AT,2022,June 2022',9,No Graze,East,971,201,770,9.9,31.71,35.61,0,6,82,0,0,0,0,5,0,0,0,0,0,0,5,2,2,1,0,0,6,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',10,No Graze,South,1005,197,808,7.3,28.39,8.73,0,0,40,70,10,10,0,2,5,1,0,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AT,2019,June 2019',10,No Graze,West,792,128,664,17.9,28.39,8.73,0,0,40,60,12,8,0,15,8,3,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0
AT,2019,June 2019',10,No Graze,North,876,214,662,8.3,28.39,8.73,0,0,20,70,12,6,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,1,25,0,0
AT,2019,June 2019',10,No Graze,East,1022,98,924,22,28.39,8.73,0,0,15,40,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,2,0,40,0,0
AT,2020,June 2020',10,No Graze,South,1206,54,1152,13,22.47,29.82,0,0,40,50,10,0,0,5,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0
AF,2020,June 2020',10,No Graze,West,1090,0,1090,17.6,22.47,29.82,0,0,5,30,15,0,0,3,1,0,0,0,0,10,2,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,1,18,0,0
AT,2020,June 2020',10,No Graze,North,1020,2,1018,14.7,22.47,29.82,0,0,30,45,10,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,12,0,0
AT,2020,June 2020',10,No Graze,East,1035,180,855,21.4,22.47,29.82,0,0,40,45,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,12,0,0,0,0,0,0,10,0,0,2,0,0,2,10,0,0
AT,2021,June 2021',10,No Graze,South,893,5,888,22.7,40.77,89.55,0,0,69,23,5,0,0,2,2,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4,0,0,2,6,0,0
AT,2021,June 2021',10,No Graze,North,861,59,802,18.8,40.77,89.55,0,0,70,10,10,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0
AT,2021,June 2021',10,No Graze,West,820,0,820,19.3,40.77,89.55,0,0,82,9,11,0,0,4,2,0,1,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,4,2,0,0,0,0,0,0,0,0,4,0,0,1,8,0,0
AT,2021,June 2021',10,No Graze,East,897,27,870,23.5,40.77,89.55,0,0,40,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,51,0,0
AT,2022,June 2022',10,No Graze,South,935,36,899,13.7,51.58,8.83,0,0,48,24,5,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,0,0,0,12,0,0,0,0,0,2,0,0,0,8,0,0,0,27,0,0
AT,2022,June 2022',10,No Graze,North,992,475,517,10.6,51.58,8.83,4,2,49,11,5,0,0,5,0,1,0,0,0,9,0,0,0,0,0,0,0,0,2,2,0,0,0,31,0,0,0,0,0,2,0,0,0,4,0,0,0,7,0,0
AT,2022,June 2022',10,No Graze,East,990,229,761,10,51.58,8.83,7,3,53,27,20,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0
AT,2022,June 2022',10,No Graze,West,993,226,767,9.9,51.58,8.83,0,5,58,18,22,0,0,18,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,5,0,0,0,11,2,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
AT,2019,June 2019',11,No Graze,South,911,25,886,18.8,25.65,13.26,0,5,55,10,30,5,0,6,5,0,4,0,0,0,12,5,0,2,0,0,4,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AT,2019,June 2019',11,No Graze,East,696,49,647,14.4,25.65,13.26,0,6,65,8,10,10,0,30,12,0,0,0,0,0,10,0,0,2,0,2,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AT,2019,June 2019',11,No Graze,North,944,7,937,18.6,25.65,13.26,0,7,40,6,5,8,0,7,5,0,6,0,0,2,32,3,0,1,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AT,2019,June 2019',11,No Graze,West,1206,60,1146,11.3,25.65,13.26,0,20,70,20,12,5,1,32,1,0,0,0,0,0,12,2,0,3,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
AT,2020,June 2020',11,No Graze,South,1001,85,916,11.6,50.53,62.58,0,2,80,0,0,2,0,7,2,0,4,0,0,0,9,3,0,2,0,0,1,0,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
AT,2020,June 2020',11,No Graze,North,971,21,950,12,50.53,62.58,0,4,50,0,0,2,0,35,2,4,7,0,0,0,4,0,0,3,0,1,3,0,2,6,0,0,0,10,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0
AF,2020,June 2020',11,No Graze,East,1063,3,1060,11.2,50.53,62.58,0,5,50,1,0,0,0,40,25,0,5,0,0,0,12,0,1,4,0,0,1,1,1,5,0,0,2,2,1,1,0,0,0,0,1,0,0,10,0,0,1,0,0,0
AF,2020,June 2020',11,No Graze,West,950,48,902,13.4,50.53,62.58,0,10,90,1,0,1,0,20,1,0,0,0,0,0,15,2,0,5,0,1,5,0,1,2,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
AT,2021,June 2021',11,No Graze,South,1079,406,673,11.5,41.23,15.38,0,0,93,2,0,0,1,9,5,0,0,0,0,0,7,3,0,3,0,0,5,0,2,10,0,0,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2021,June 2021',11,No Graze,North,1002,61,941,16.7,41.23,15.38,0,2,80,1,2,0,0,9,1,2,1,0,0,0,8,3,0,2,0,0,0,0,3,13,0,0,0,5,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,36
AT,2021,June 2021',11,No Graze,East,1066,12,1054,9.1,41.23,15.38,0,3,89,0,2,1,1,17,10,0,0,0,0,0,2,1,0,2,0,1,0,0,2,5,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2021,June 2021',11,No Graze,West,1052,188,864,13.3,41.23,15.38,4,14,82,0,3,0,1,18,0,0,4,0,0,0,9,0,0,2,0,0,0,0,2,5,0,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AF,2022,June 2022',11,No Graze,North,1018,364,654,8.1,26.87,4.96,0,1,50,1,10,4,2,18,3,1,15,0,2,11,10,0,0,1,0,1,0,0,5,8,0,0,1,25,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0
AT,2022,June 2022',11,No Graze,East,1029,192,837,10.8,26.87,4.96,0,4,53,5,3,0,1,31,11,2,3,0,0,3,4,0,0,2,0,0,2,0,2,3,0,0,2,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2022,June 2022',11,No Graze,West,1040,393,647,8.9,26.87,4.96,0,6,67,0,0,1,0,38,2,0,3,0,0,0,2,0,0,2,0,2,0,0,1,4,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2022,June 2022',11,No Graze,South,1034,413,621,9.4,26.87,4.96,0,11,75,0,0,0,1,13,8,0,0,0,0,0,1,0,2,2,0,0,3,0,1,5,0,0,2,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2019,June 2019',12,No Graze,North,558,339,219,5.1,17.47,6.19,2,25,50,0,0,11,0,12,1,0,4,0,2,1,7,12,7,0,0,4,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
AT,2019,June 2019',12,No Graze,West,537,310,227,2.5,17.47,6.19,0,30,50,0,0,8,0,20,3,0,0,2,2,5,4,9,6,0,0,0,3,3,3,0,0,0,3,2,1,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0
AT,2019,June 2019',12,No Graze,South,568,413,155,3.4,17.47,6.19,0,45,40,6,0,8,2,20,2,0,1,0,2,1,10,4,6,1,0,2,6,2,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0
AT,2019,June 2019',12,No Graze,East,573,294,279,6.1,17.47,6.19,1,60,55,1,3,4,1,20,2,0,1,0,1,3,10,5,0,0,1,1,3,3,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
AF,2020,June 2020',12,No Graze,South,1490,148,1342,5.3,54.11,10.7,0,5,40,0,0,2,0,12,3,0,0,2,2,0,6,5,9,2,0,1,5,2,4,25,0,0,3,15,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0
AF,2020,June 2020',12,No Graze,East,1321,94,1227,10.9,54.11,10.7,0,10,40,0,0,0,1,10,3,1,1,0,0,0,8,5,1,1,0,1,35,4,3,5,0,0,10,6,1,1,0,0,0,0,0,0,0,10,1,0,1,0,0,0
AT,2020,June 2020',12,No Graze,North,1386,164,1222,12.7,54.11,10.7,0,25,65,0,0,2,1,8,1,0,26,0,2,0,9,4,2,0,0,2,8,0,3,4,0,0,3,10,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0
AT,2020,June 2020',12,No Graze,West,1423,523,900,8.7,54.11,10.7,0,35,60,0,0,0,1,15,2,0,0,0,2,0,4,3,2,0,0,3,18,2,2,1,0,0,5,10,2,2,0,0,0,0,0,0,0,8,2,0,2,0,0,0
AT,2021,June 2021',12,No Graze,East,977,427,550,14.8,-,-,0,60,80,0,3,0,1,4,2,1,0,0,0,0,4,3,2,2,0,1,12,0,1,3,0,0,3,10,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
AT,2021,June 2021',12,No Graze,South,980,540,440,9.7,-,-,0,65,71,0,1,1,2,10,1,0,1,0,1,0,5,5,11,1,1,1,12,0,2,6,0,0,4,9,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0
AT,2021,June 2021',12,No Graze,North,1225,130,1095,21.4,-,-,0,70,71,0,2,2,1,2,1,0,10,0,0,0,5,2,2,2,0,1,40,0,2,8,0,0,6,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AT,2021,June 2021',12,No Graze,West,922,192,730,20.9,-,-,0,80,81,0,2,3,1,3,1,0,2,2,0,1,2,3,0,0,0,1,32,2,3,7,0,0,3,9,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0
AT,2022,June 2022',12,No Graze,West,1007,57,950,19.6,44.29,58.4,0,0,80,0,20,1,2,13,4,0,8,1,0,0,8,1,1,0,0,0,6,0,4,17,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AF,2022,June 2022',12,No Graze,North,1014,29,985,16.7,44.29,58.4,0,0,69,0,3,2,1,6,2,0,3,0,0,0,10,2,0,0,0,0,3,0,1,6,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT,2022,June 2022',12,No Graze,East,979,39,940,14.1,44.29,58.4,0,0,71,0,3,0,2,7,3,0,4,1,0,0,4,0,0,0,0,0,3,0,2,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2022,June 2022',12,No Graze,South,1012,53,959,20.8,44.29,58.4,0,2,84,0,0,0,0,6,2,0,3,1,0,0,4,0,2,0,0,0,2,0,1,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YB,2019,June 2019',13,No Graze,South,483,416,67,3.2,12.3,1.39,2,30,20,0,0,5,2,15,8,0,0,0,2,2,3,10,10,0,0,0,5,0,2,2,0,0,3,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0
AT,2019,June 2019',13,No Graze,North,190,148,42,1.1,12.3,1.39,7,40,40,0,0,4,1,32,1,0,0,0,1,1,6,3,0,0,0,3,3,2,2,2,0,0,3,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0
AT,2019,June 2019',13,No Graze,East,200,126,74,2.1,12.3,1.39,0,60,50,0,0,5,1,28,15,0,0,0,1,0,6,8,8,0,0,2,1,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AT,2019,June 2019',13,No Graze,West,209,162,47,2.5,12.3,1.39,0,65,55,0,0,6,2,17,6,0,0,0,1,1,20,9,2,0,0,1,4,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AF,2020,June 2020',13,No Graze,South,1121,695,426,6.1,8.38,1.31,2,20,20,0,0,4,2,20,3,0,0,1,14,0,6,15,2,1,0,6,40,0,5,4,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0
AT,2020,June 2020',13,No Graze,West,1128,526,602,5.3,8.38,1.31,4,20,30,0,0,4,2,17,0,0,0,2,20,0,8,4,1,0,0,1,19,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0
AF,2020,June 2020',13,No Graze,East,1255,855,400,3.7,8.38,1.31,5,20,30,0,0,3,1,40,0,0,0,1,6,0,10,7,3,0,0,4,25,0,5,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0
AT,2020,June 2020',13,No Graze,North,1259,1248,11,3.1,8.38,1.31,6,40,30,0,0,7,2,17,2,0,0,1,8,1,3,20,2,0,0,2,10,2,2,3,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
AT,2021,June 2021',13,No Graze,North,1457,1190,267,4.8,18.6,1.14,4,44,63,0,0,4,2,9,2,0,0,2,2,2,3,4,3,0,0,2,3,1,2,19,0,0,4,3,3,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0
AF,2021,June 2021',13,No Graze,East,1532,836,696,5.2,18.6,1.14,0,50,41,0,0,10,3,12,0,0,0,1,4,0,18,7,4,0,0,16,13,0,23,13,0,0,2,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
AF,2021,June 2021',13,No Graze,West,1289,310,979,11.3,18.6,1.14,2,60,65,0,0,2,5,18,2,0,0,1,5,1,7,4,2,0,0,4,35,0,1,6,0,0,1,0,2,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0
AT,2021,June 2021',13,No Graze,South,1522,1319,203,4.3,18.6,1.14,0,61,69,0,0,3,1,2,3,0,0,0,5,0,4,8,3,0,1,3,8,0,2,2,0,0,3,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
AT,2022,June 2022',13,No Graze,East,1010,643,367,7,12.92,2.15,3,29,60,0,0,4,2,10,1,0,0,0,2,1,6,4,2,0,0,2,12,0,1,7,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2022,June 2022',13,No Graze,North,985,470,515,1.4,12.92,2.15,0,38,74,0,0,2,2,16,3,0,0,0,2,1,4,4,2,0,1,1,6,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AT,2022,June 2022',13,No Graze,South,1017,679,338,3.3,12.92,2.15,0,50,30,0,0,2,1,21,0,0,0,0,2,3,2,3,3,1,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT,2022,June 2022',13,No Graze,West,1024,719,305,7.5,12.92,2.15,3,64,61,0,0,1,1,5,3,0,0,0,2,1,3,8,2,0,1,3,6,0,1,4,0,0,3,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
AT,2019,June 2019',14,No Graze,South,241,108,133,4.6,29.2,6.51,1,30,40,0,0,35,1,12,3,0,0,2,1,1,8,9,0,1,0,1,6,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
AT,2019,June 2019',14,No Graze,East,313,168,145,4.7,29.2,6.51,5,30,30,0,0,15,0,30,8,0,0,1,2,3,11,4,5,0,0,2,3,5,3,3,0,0,2,0,2,2,0,0,0,0,0,0,0,2,8,0,0,0,0,0
YB,2019,June 2019',14,No Graze,North,274,219,55,3.2,29.2,6.51,1,40,30,0,0,25,2,8,1,0,0,0,2,2,6,6,3,0,0,3,4,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
